23 0 output/rmfs//0.rmf3 7871 9105  |  620.657315817 23.4627058013 2.60349  |  37.307907534 27.3021251424 154.164260129 13 16 57 0.470094812041 0.352933174452 0.467319776709  |  50.2097278566 15.6009640048 19.5253013929 85 51 34 0.0309316170608 0.0123231081028 0.040755734492
23 0 output/rmfs//0.rmf3 7872 9106  |  613.504297425 16.8089624073 5.32585  |  36.2907764889 28.7313226378 153.736138617 13 15 59 0.4889218005 0.302947289584 0.467319776709  |  48.3249867264 15.7889091636 19.8840136465 85 51 34 0.0272200081923 0.0123231081028 0.0310474962177
23 0 output/rmfs//0.rmf3 7873 9109  |  618.66016459 20.594229259 3.09197  |  36.5605900313 28.7754998547 153.385119076 13 15 56 0.479682943846 0.369913081882 0.487855353796  |  50.6544094549 15.2214720742 19.6971208493 85 51 34 0.0276800950767 0.015167362372 0.0336427952658
23 0 output/rmfs//0.rmf3 7874 9110  |  602.728239324 16.9232682882 2.01662  |  36.4320133513 29.2419697216 152.784181709 13 14 56 0.475660349815 0.381803012108 0.486664741269  |  44.7607636821 15.5733088024 20.3208489653 85 51 34 0.0119005035247 0.015167362372 0.0336427952658
23 0 output/rmfs//0.rmf3 7875 9111  |  599.369380252 14.8792880105 0.583475  |  36.6489769954 28.4910286456 153.856661706 13 15 54 0.474363722595 0.438441169264 0.486664741269  |  45.635978066 15.4107787834 19.4726203574 85 51 34 0.0119005035247 0.015167362372 0.014769400393
23 0 output/rmfs//0.rmf3 7876 9112  |  604.885053351 16.0046792232 4.91272  |  36.555311866 27.8741089205 154.662605512 13 16 54 0.474152877809 0.308922152176 0.486664741269  |  46.0308828604 15.5317184555 19.2215647748 85 51 34 0.0119005035247 0.015167362372 0.0108468545635
23 0 output/rmfs//0.rmf3 7877 9113  |  619.675839303 24.3996377612 6.45911  |  36.4863504301 28.3539165354 154.503413272 13 16 53 0.476455966185 0.212477801225 0.469432054938  |  47.526091404 15.0542591968 19.5389769109 85 51 34 0.0566619018737 0.015167362372 0.0182583278692
23 0 output/rmfs//0.rmf3 7878 9114  |  603.500530384 11.93956707 4.95819  |  35.8900551981 27.7743070921 153.528394212 13 16 56 0.489633199321 0.275661733304 0.485658155978  |  49.913686206 15.2625799356 18.6511667565 85 51 34 0.0108789202286 0.015167362372 0.0182583278692
23 0 output/rmfs//0.rmf3 7879 9115  |  607.693825936 16.6852485866 7.3594  |  36.2728499881 27.8519395526 153.203846347 13 16 56 0.489633199321 0.348903949862 0.485658155978  |  46.3772510803 16.3532591666 19.1271401378 85 51 34 0.0108789202286 0.015167362372 0.0294650988507
23 0 output/rmfs//0.rmf3 7880 9116  |  612.958528292 17.4865041362 5.32221  |  36.2194876806 27.2384443292 153.255553168 13 16 57 0.489633199321 0.32287627542 0.485658155978  |  50.500701363 15.8227191738 18.5502960567 85 51 34 0.0642741652226 0.015167362372 0.0294650988507
23 0 output/rmfs//0.rmf3 7889 9125  |  608.530486335 14.7189099624 1.29984  |  36.6925841492 27.1847706564 154.668363257 13 16 52 0.480640653716 0.298397614689 0.489156251502  |  50.3155182686 15.3812037528 19.2684795738 85 51 34 0.0173231729117 0.0154388626905 0.0266094658366
23 0 output/rmfs//0.rmf3 7890 9126  |  605.717378352 19.0395017196 2.2136  |  36.5136142922 26.9193465532 153.589282903 14 16 55 0.480640653716 0.420127167461 0.489156251502  |  47.7791102053 15.3053131395 19.4795130671 85 51 34 0.0134461658778 0.0145992004743 0.0211243499277
23 0 output/rmfs//0.rmf3 7891 9127  |  611.91372789 21.6819650977 7.55001  |  37.4908820924 26.6493738662 153.053062503 14 16 54 0.458345363113 0.199336463244 0.489156251502  |  46.1197001286 15.0993572176 20.3270485609 85 51 33 0.0198283994997 0.0145992004743 0.0289640986837
23 0 output/rmfs//0.rmf3 7892 9128  |  619.554744749 21.7175740951 15.5795  |  36.7159981634 25.7138731617 153.155194467 13 16 54 0.476061970869 0.298357395472 0.489156251502  |  47.8230497568 14.7680428524 19.8725622658 85 51 34 0.0198283994997 0.0145992004743 0.0485265534699
23 0 output/rmfs//0.rmf3 7893 9129  |  609.57433278 23.5501542459 3.5989  |  36.9183968962 27.0683152216 152.536472929 14 16 54 0.476061970869 0.269303868554 0.489156251502  |  47.9231339266 15.0255558133 19.3357584589 85 51 34 0.0198283994997 0.0145992004743 0.0139348058262
23 0 output/rmfs//0.rmf3 7895 9131  |  603.434526567 12.8809369782 2.06598  |  36.6935230652 27.5026936487 154.418992895 13 16 53 0.480498813066 0.246834772296 0.488120373964  |  49.4779857598 15.3626254688 18.6416343568 85 51 34 0.0128041324757 0.0145992004743 0.0139348058262
23 0 output/rmfs//0.rmf3 7896 9132  |  609.151326824 20.7258001355 2.90371  |  37.9449166552 26.406769965 154.406100604 13 16 54 0.454629236485 0.303655226576 0.488120373964  |  47.0939100488 15.6975798313 18.898776999 85 51 34 0.0128041324757 0.0174989643609 0.0139348058262
23 0 output/rmfs//0.rmf3 7897 9133  |  613.001117323 19.379087683 6.24496  |  36.8572309108 26.4103026515 154.344723804 13 16 54 0.473357063459 0.211926412023 0.488120373964  |  47.6943091852 16.4266855683 19.7151744572 85 51 34 0.0131305335244 0.0152442971046 0.0185588797223
23 0 output/rmfs//0.rmf3 7898 9134  |  613.607427909 18.9913456484 2.41122  |  36.8098703476 26.21262859 155.158561509 13 16 51 0.473357063459 0.322660883983 0.488120373964  |  48.4638955975 15.8918481746 20.6117341234 85 51 34 0.0131305335244 0.0152442971046 0.0508134586396
23 0 output/rmfs//0.rmf3 7903 9139  |  607.731176742 12.9691051812 3.69578  |  36.2162122052 27.5908315532 153.600458534 13 16 55 0.48828727664 0.371962129736 0.489114543158  |  48.9071836543 16.1631280841 20.2283409077 85 51 34 0.0232670013883 0.0270794109635 0.0105109251627
23 0 output/rmfs//0.rmf3 7904 9140  |  611.646765546 13.0473792361 5.2627  |  36.3319698925 28.4106426985 154.633925087 14 16 55 0.485101553428 0.292457956508 0.489114543158  |  49.0309267074 15.7927014255 20.1579701724 85 51 34 0.0105960975352 0.0270794109635 0.0105109251627
23 0 output/rmfs//0.rmf3 7906 9142  |  602.336741192 6.69234243233 9.4889  |  36.5210693405 27.6741269025 153.159846537 13 16 56 0.475384656023 0.321049072055 0.489114543158  |  48.0911080761 16.0337272352 19.1636009429 85 51 34 0.0105960975352 0.0270794109635 0.0125221661264
23 0 output/rmfs//0.rmf3 7907 9143  |  612.07396497 17.0307446848 6.81603  |  36.5596080817 28.0277297536 154.614941294 13 16 52 0.475910259015 0.290617358637 0.486279992462  |  46.78383058 15.962292415 19.4707681467 85 51 34 0.0208897182966 0.0270794109635 0.0118618665968
23 0 output/rmfs//0.rmf3 7908 9144  |  614.323027929 19.5332748833 7.12252  |  36.3497352132 27.9511835546 153.696267989 13 16 52 0.475910259015 0.41302579349 0.486279992462  |  47.5060652819 15.9336015078 19.3737797148 85 51 34 0.0208897182966 0.0270794109635 0.0161019254019
23 0 output/rmfs//0.rmf3 7928 9166  |  619.73006389 23.1154862591 3.31141  |  36.7741596584 27.9568893759 154.37930349 13 16 54 0.469778223968 0.25770949223 0.487821326412  |  46.7813625714 16.6375857966 21.4347240626 85 51 34 0.023766622499 0.0132838582318 0.0238736364214
23 0 output/rmfs//0.rmf3 7929 9167  |  618.088268032 11.9787243737 3.32088  |  36.8286982189 27.7528964341 154.672979608 13 16 54 0.469380440524 0.310354430328 0.487821326412  |  48.7972559004 16.851210938 23.504613952 85 51 34 0.023766622499 0.0228547693382 0.020975776934
23 0 output/rmfs//0.rmf3 7930 9168  |  623.941624776 18.5849381557 2.16755  |  37.0566402992 28.4355693597 155.936031809 13 16 50 0.469380440524 0.441629781719 0.487821326412  |  47.8658553107 16.8779795398 22.3633051685 85 51 34 0.01685738849 0.0228547693382 0.0240256191689
23 0 output/rmfs//0.rmf3 7932 9170  |  618.606717083 24.8017399347 4.09705  |  37.1448546921 29.0968946853 154.69115137 13 15 51 0.469380440524 0.402416663995 0.487821326412  |  44.1864672479 15.6024252839 21.6185744561 85 51 34 0.0167709701469 0.0160667401777 0.0126603266687
23 0 output/rmfs//0.rmf3 7934 9172  |  620.212983694 22.2831601331 7.21088  |  36.9966389566 28.9948056084 155.926591767 13 15 52 0.470969844507 0.471685512961 0.487821326412  |  45.3364309195 15.5386396134 20.0054097137 85 51 34 0.0162681957927 0.0154823142345 0.0126603266687
23 0 output/rmfs//0.rmf3 7937 9175  |  619.010269167 25.6535657656 0  |  36.9496569028 29.5572015926 155.870574753 13 15 50 0.480624561228 0.471931006375 0.487821326412  |  44.3526705721 15.7027632015 21.3966960141 85 51 34 0.0130504525657 0.0153648870039 0.0276972440262
23 0 output/rmfs//0.rmf3 7938 9176  |  611.617700803 19.8618373553 0.815939  |  36.9140386306 30.5538147161 154.792812233 13 15 52 0.480624561228 0.470024295898 0.487821326412  |  44.82755419 15.8027290534 19.8636388867 85 51 34 0.0130504525657 0.0153648870039 0.0212967295942
23 0 output/rmfs//0.rmf3 7939 9177  |  611.394654203 18.7315777805 0.388239  |  36.6697487201 30.010019353 154.378050359 13 15 52 0.480624561228 0.468471064207 0.487821326412  |  45.152017733 15.4249385941 21.4923157077 85 51 34 0.0192317819437 0.0153648870039 0.0261547101044
23 0 output/rmfs//0.rmf3 7940 9178  |  623.081151311 20.9798883018 9.58095  |  36.5405967271 30.3517511391 154.220908849 13 14 54 0.483355494753 0.468471064207 0.487821326412  |  45.4316624291 15.5401228135 21.0723957042 85 51 34 0.0121613583092 0.0153648870039 0.0494740650757
23 0 output/rmfs//0.rmf3 7941 9179  |  621.431992626 15.4960647266 8.31565  |  36.97762258 29.6749702847 155.499445516 13 15 51 0.483355494753 0.477662071358 0.487821326412  |  45.2660163474 15.373465385 23.0306105264 85 51 34 0.0121613583092 0.014079541928 0.0420962788291
23 0 output/rmfs//0.rmf3 7942 9180  |  621.890452891 22.9406289732 2.93378  |  37.3359283361 30.0135848481 155.372531845 13 14 51 0.473445575024 0.477662071358 0.487821326412  |  45.3852775833 15.1941627471 21.7790832658 85 51 34 0.0121613583092 0.0130272129814 0.0411510072275
23 0 output/rmfs//0.rmf3 7945 9183  |  621.371013686 17.1719953466 4.03888  |  36.3722008302 30.0902700156 155.73798744 13 14 52 0.483733989321 0.478312768547 0.487821326412  |  47.1069696447 16.3781490091 21.4687186375 85 51 34 0.0105124907466 0.0294672573697 0.02050123572
23 0 output/rmfs//0.rmf3 7946 9184  |  622.936655628 15.6134849717 2.58109  |  36.6186394877 30.3991728717 155.723300793 14 13 51 0.483733989321 0.47896575949 0.487821326412  |  47.2252346187 16.7041144407 21.9140745705 85 51 34 0.0197055217499 0.0294672573697 0.0610836034585
23 0 output/rmfs//0.rmf3 7948 9186  |  621.121005701 21.4889690545 4.33173  |  36.1763614244 29.4483905916 154.659688154 14 16 52 0.48673076983 0.487810320526 0.487297408228  |  47.4492872493 15.2767046691 21.6077592225 85 51 34 0.0129262500321 0.0157942290078 0.03752616273
23 0 output/rmfs//0.rmf3 7949 9187  |  617.358607675 14.8395691738 5.57975  |  36.5051606088 31.5267339727 155.12864789 14 17 50 0.479649492038 0.415442297977 0.487297408228  |  46.5874415125 15.3213719444 20.9061484242 85 51 34 0.0102594305315 0.0148706779188 0.0204084038194
23 0 output/rmfs//0.rmf3 7950 9188  |  622.919624797 24.9240302266 7.5961  |  36.3184180198 29.7218559762 154.389344897 14 17 51 0.479649492038 0.486577978716 0.487297408228  |  46.5393107086 15.0588478626 20.6232177348 85 51 34 0.0102594305315 0.0141620887603 0.0204084038194
23 0 output/rmfs//0.rmf3 7951 9189  |  607.56935268 13.4707297918 0.247258  |  36.8682830065 29.8572759468 154.893218207 13 16 51 0.479649492038 0.487173090719 0.486456048736  |  46.9029584422 15.5442404207 20.3112052268 85 51 34 0.0102594305315 0.0141620887603 0.0204084038194
23 0 output/rmfs//0.rmf3 7955 9193  |  635.510281173 43.0924147736 1.95521  |  37.3193633164 30.2868638681 153.326790555 13 14 51 0.476586464553 0.468207378234 0.487577097781  |  44.7145560665 16.0748114846 20.769468912 85 51 34 0.011124087465 0.0135189558079 0.0301825953605
23 0 output/rmfs//0.rmf3 7956 9194  |  618.507957205 22.3409412228 6.44354  |  36.9225853219 30.2288003791 153.524060857 13 14 50 0.483054875213 0.48585667613 0.487577097781  |  44.5852207313 16.2203711372 20.4285476034 85 51 34 0.011124087465 0.0135189558079 0.0439099561979
23 0 output/rmfs//0.rmf3 7957 9195  |  622.936319584 20.7966231934 5.69856  |  36.886943325 29.7482867824 155.145672862 13 14 51 0.483054875213 0.48585667613 0.480782386301  |  45.995209999 16.7778784766 20.6942360053 85 51 34 0.0122278498689 0.0199432744983 0.0285925217491
23 0 output/rmfs//0.rmf3 7961 9199  |  615.546459668 17.8731551824 3.11804  |  36.5454286765 29.9979246785 153.995419693 13 15 50 0.488847213734 0.372967018218 0.488560019701  |  46.6196132647 17.2940586518 20.1540467399 85 51 34 0.0175870574772 0.0236699358139 0.0116166793815
23 0 output/rmfs//0.rmf3 7962 9200  |  601.051928303 10.5324054219 5.33829  |  36.2158525157 29.5792168055 152.912757724 14 15 54 0.488847213734 0.405351415859 0.488560019701  |  45.419951554 16.9862108737 18.6261991472 85 51 34 0.0231610997246 0.0236699358139 0.0116166793815
23 0 output/rmfs//0.rmf3 7963 9201  |  606.153203743 18.6569439211 0.63956  |  36.0913846286 29.1272894848 153.500501911 14 15 52 0.487996136091 0.471447700482 0.489388834817  |  45.4567011628 16.3244619882 19.6851496367 85 51 34 0.0105297187814 0.0239965357452 0.0475066357939
23 0 output/rmfs//0.rmf3 7964 9202  |  609.998978112 15.5347956633 3.46403  |  36.237331201 30.0869171179 153.178455973 14 14 51 0.487996136091 0.465776450597 0.489388834817  |  46.1770810936 16.3243676425 20.5068787656 85 51 34 0.0105297187814 0.0239965357452 0.0289432560506
23 0 output/rmfs//0.rmf3 7965 9203  |  615.973521693 22.482442139 9.69115  |  36.289222236 29.3724483901 152.404061385 14 15 55 0.487996136091 0.393552437901 0.489388834817  |  45.8317929465 15.7797808424 19.3101105209 85 51 34 0.0163193124203 0.0157251628609 0.0289432560506
23 0 output/rmfs//0.rmf3 7966 9204  |  605.876603457 19.532372644 1.24258  |  36.1769148982 29.8373692024 152.362983925 13 13 52 0.487996136091 0.426501960716 0.484583085563  |  47.0942978277 15.8301963115 18.483541721 85 51 34 0.0163193124203 0.0157251628609 0.0201006346239
23 0 output/rmfs//0.rmf3 7967 9205  |  608.027547792 15.9246865548 3.77815  |  36.145428967 29.8535204135 154.293977385 14 15 54 0.489229652997 0.42696809631 0.478014817437  |  46.255297583 15.8968007052 19.0759788154 85 51 34 0.0163193124203 0.0157251628609 0.0158383938336
23 0 output/rmfs//0.rmf3 7968 9206  |  609.50089158 18.8110403534 3.24316  |  36.214462872 29.0459964612 152.766999907 14 16 53 0.489229652997 0.446436885588 0.477182066942  |  48.1346600417 16.0157770531 18.8083958599 85 51 34 0.0163193124203 0.0157251628609 0.0183750877785
23 0 output/rmfs//0.rmf3 7969 9207  |  612.837948229 18.216318641 2.89886  |  37.8522726218 28.9515845806 151.887951424 13 16 53 0.455645259834 0.448603098488 0.477877976873  |  48.3315321284 16.009560053 20.1238404943 85 51 34 0.0163193124203 0.0157251628609 0.0183750877785
23 0 output/rmfs//0.rmf3 7970 9208  |  618.668172927 20.6574397139 5.61701  |  37.7810957113 29.0825953758 151.31526296 13 16 56 0.45620188347 0.400706261648 0.477877976873  |  48.4971437718 16.484314922 20.3736570921 85 51 34 0.0149943525238 0.0157251628609 0.0205663397144
23 0 output/rmfs//0.rmf3 7971 9209  |  618.899319252 16.73519024 7.62327  |  37.5496047368 28.3502200928 152.449543367 13 17 54 0.458797769517 0.476985765691 0.477877976873  |  49.8059596896 16.0559882615 19.8010549435 85 51 34 0.0437590870572 0.0157251628609 0.0193605902868
23 0 output/rmfs//0.rmf3 7972 9210  |  613.13909461 14.1019442043 2.01326  |  36.902403401 28.5887892619 153.981671155 13 17 57 0.476658232461 0.479232571366 0.474825824187  |  50.2106594867 15.7753600801 20.0169221067 85 51 34 0.0270686243037 0.0157251628609 0.0193605902868
23 0 output/rmfs//0.rmf3 7974 9212  |  622.418489775 27.5184249628 2.6529  |  36.6757439691 29.9285027034 151.959836768 14 17 57 0.482490970844 0.428439658815 0.484030913518  |  46.3416261951 16.0336998675 21.9902892053 85 51 34 0.0174270069441 0.0115953962692 0.0606072111977
23 0 output/rmfs//0.rmf3 7975 9213  |  623.220692341 24.5464559961 6.87919  |  36.269578168 28.5850705848 152.334911734 14 17 57 0.48912464696 0.483074684811 0.484030913518  |  46.3394945218 16.7807030065 22.1279824661 85 51 34 0.0273383882886 0.0107204836737 0.0622221953982
23 0 output/rmfs//0.rmf3 7976 9214  |  614.937068429 25.7826508438 3.64475  |  36.384704224 28.6519150268 151.490840661 14 17 57 0.48912464696 0.483074684811 0.48402887254  |  46.1520177979 16.0810647943 20.8557886014 85 51 34 0.0273383882886 0.0107204836737 0.0327256119437
23 0 output/rmfs//0.rmf3 7977 9215  |  620.402837943 16.2266705464 6.65168  |  39.2753799062 28.8515756376 151.717040059 14 17 58 0.434146628513 0.446681239671 0.48402887254  |  47.2212727226 16.6318197023 21.4912976718 85 51 34 0.0273383882886 0.0262402307971 0.0389114846765
23 0 output/rmfs//0.rmf3 7978 9216  |  621.005468444 31.5127021816 2.83945  |  36.4258024007 29.3307216707 152.33146588 13 16 56 0.488360184022 0.468717445123 0.48402887254  |  45.0736949984 16.3910248003 20.1171802251 85 51 34 0.0273383882886 0.0262402307971 0.0389114846765
23 0 output/rmfs//0.rmf3 7979 9217  |  626.650166364 24.969446254 4.3218  |  36.3483272167 30.2945581685 153.343097566 14 15 55 0.488360184022 0.451780218766 0.480848976181  |  49.0896793561 16.628676055 19.4515201494 85 51 34 0.0218750449377 0.0262402307971 0.0389114846765
23 0 output/rmfs//0.rmf3 7980 9218  |  612.532492512 22.7847172852 1.69443  |  36.5866894505 29.5649937266 152.273113305 14 15 56 0.48190915202 0.486881030182 0.480848976181  |  45.8114816148 17.2285289568 19.3127158114 85 51 34 0.0218750449377 0.0150252110478 0.0369078726851
23 0 output/rmfs//0.rmf3 7981 9219  |  611.970938666 14.7780212502 1.19047  |  36.7854462545 29.8322333714 152.776308184 14 16 57 0.48190915202 0.489937038335 0.476407827159  |  46.642714505 18.4478788588 20.1161377338 85 51 34 0.0241204317404 0.0150252110478 0.0454426038618
23 0 output/rmfs//0.rmf3 7982 9220  |  619.060688249 13.5658139221 6.25879  |  37.0209787461 30.1976806484 152.875135051 13 16 58 0.48190915202 0.455641650058 0.476407827159  |  46.8840274289 19.1131733639 20.28962563 85 51 34 0.0241204317404 0.0150452647407 0.0352165244722
23 0 output/rmfs//0.rmf3 7983 9223  |  617.544290859 16.2265054799 1.99151  |  37.2335546259 30.5813784969 153.387108248 13 15 54 0.488395777111 0.404905683737 0.486287096238  |  49.6571662349 15.4460168781 20.7609518227 85 51 34 0.0190849987037 0.0152522882435 0.0132664781184
23 0 output/rmfs//0.rmf3 7984 9224  |  635.412792874 33.5342724235 4.90354  |  37.591833694 30.2187898002 153.166234439 14 14 54 0.477962793214 0.445957577834 0.486287096238  |  47.939378272 15.201939256 20.9984958735 85 51 34 0.0202890024064 0.0152522882435 0.054423873713
23 0 output/rmfs//0.rmf3 7985 9225  |  627.313761431 29.0751247782 3.72716  |  37.4878751599 32.945474668 153.513003283 13 15 52 0.477962793214 0.294205225169 0.486287096238  |  46.6097948529 15.0472729148 19.2054019923 85 51 34 0.0155646580887 0.0152522882435 0.0169458211295
23 0 output/rmfs//0.rmf3 7987 9227  |  614.197865571 13.6850112968 9.02277  |  37.2324469044 29.8047116191 153.673552277 13 16 50 0.481071129002 0.411425632148 0.490051870945  |  46.4598990371 15.8438558467 19.7274413342 85 51 34 0.0117214873996 0.0152522882435 0.012568533608
23 0 output/rmfs//0.rmf3 7988 9228  |  618.269204464 20.2663354927 6.79435  |  36.968466666 30.1108385012 152.121312995 14 14 52 0.488256359572 0.474120261527 0.490051870945  |  47.0067629928 15.520346246 20.5662711346 85 51 34 0.0185231622106 0.0152522882435 0.012568533608
23 0 output/rmfs//0.rmf3 7989 9229  |  616.941119666 23.6007169762 4.84416  |  36.9590771568 30.5151507761 152.740142946 14 14 50 0.484025745198 0.467610587141 0.490051870945  |  45.9495719397 16.0321605248 18.8647617406 85 51 34 0.0185231622106 0.0152522882435 0.0100514255708
23 0 output/rmfs//0.rmf3 7990 9230  |  616.887294973 19.7720840922 1.50069  |  36.6693296298 30.3608477072 153.271317588 14 14 51 0.487296603361 0.42755681555 0.490051870945  |  48.2796100926 15.4378159898 20.5841600131 85 51 34 0.0185231622106 0.013468841032 0.0127906941078
23 0 output/rmfs//0.rmf3 7991 9231  |  634.994176717 33.3442325463 1.52719  |  36.6789383464 30.0790262245 153.697655564 14 13 50 0.482799179872 0.414378373731 0.490051870945  |  50.2455759755 15.5036350708 19.9712326603 85 51 34 0.0370852462611 0.0142388306124 0.024576229302
23 0 output/rmfs//0.rmf3 7992 9232  |  636.343884848 22.0177338948 4.49099  |  37.2306580278 30.771764073 154.194721231 14 12 52 0.482799179872 0.450554751233 0.485991376996  |  51.1684731242 16.9487078737 20.7599257076 85 51 34 0.0542549021945 0.0142388306124 0.054995829882
23 0 output/rmfs//0.rmf3 7993 9233  |  634.069686461 20.1430549206 6.50563  |  37.2016293356 31.5194499558 153.367458928 13 13 54 0.482799179872 0.430579974199 0.489512612519  |  49.9759449908 17.0536651181 20.9476480031 85 51 34 0.0225808557143 0.0238893737484 0.054995829882
23 0 output/rmfs//0.rmf3 7994 9234  |  630.884331265 18.5565802708 7.89242  |  37.0796334451 31.4449440941 153.802595221 13 14 52 0.482799179872 0.430698988305 0.489512612519  |  50.1237989171 15.9494747943 20.9075356133 85 51 34 0.0225808557143 0.0205311567967 0.0147086092669
23 0 output/rmfs//0.rmf3 7995 9235  |  634.982705619 30.1709005756 6.71406  |  36.7535291728 31.3599124549 153.24784601 14 14 51 0.485347893623 0.448360436352 0.489512612519  |  49.0655943864 16.1282687387 19.4381942791 85 51 34 0.0306530301485 0.0224562790739 0.0126722224766
23 0 output/rmfs//0.rmf3 7996 9236  |  630.674480215 23.3181195421 5.87081  |  36.8548899296 31.2814719999 153.938781002 13 14 53 0.485347893623 0.448360436352 0.486757098087  |  48.890371405 15.4498675503 21.3127929816 85 51 34 0.0306530301485 0.015396664734 0.0171263510729
23 0 output/rmfs//0.rmf3 7997 9237  |  642.296295472 27.9451178736 10.7527  |  36.6748669153 30.7966427931 154.725260422 14 15 52 0.484487210005 0.462807622813 0.486156506251  |  50.9403666033 15.2988277954 20.3670415064 85 51 34 0.0230960629947 0.015396664734 0.0212896275852
23 0 output/rmfs//0.rmf3 8001 9241  |  627.207056399 18.2799620171 2.04343  |  37.3278938431 29.8374226431 157.494784874 14 15 51 0.480038811329 0.484566687415 0.486476088678  |  49.7495921652 16.4231147545 19.7194000272 85 51 34 0.0174692863007 0.0305033075269 0.0110583658868
23 0 output/rmfs//0.rmf3 8002 9242  |  625.308169304 12.375703134 1.00583  |  37.0723406362 31.1128827987 157.475118675 14 15 51 0.480038811329 0.464703561299 0.486476088678  |  50.3349710506 15.8897111032 21.019411773 85 51 34 0.0174692863007 0.0305033075269 0.0161765665225
23 0 output/rmfs//0.rmf3 8003 9243  |  621.118164902 19.2987801166 0.807482  |  37.1845163068 31.087087616 155.063409002 14 14 54 0.483851916273 0.487479193542 0.486476088678  |  49.4907380491 15.0341480285 20.2588533066 85 51 34 0.0146497309109 0.0119196512022 0.012183770271
23 0 output/rmfs//0.rmf3 8004 9244  |  629.80364325 18.1104901627 2.18915  |  37.1769368068 33.062209681 155.128388698 14 12 54 0.481272890119 0.443496599701 0.486476088678  |  51.7799783895 15.1220696064 19.9462698843 85 51 34 0.0146497309109 0.0119196512022 0.0181361009289
23 0 output/rmfs//0.rmf3 8008 9248  |  619.737753669 13.8879814199 1.92218  |  37.4962775099 32.6116598178 155.366541801 14 12 53 0.473128894259 0.457750114751 0.488653265198  |  48.5415347702 15.4299699862 19.9415041479 85 51 34 0.0260894261472 0.0119196512022 0.0108274563362
23 0 output/rmfs//0.rmf3 8009 9249  |  612.107860006 6.39729207713 2.76844  |  37.5123722394 32.0836634437 155.380226282 14 12 54 0.473128894259 0.470327896734 0.488653265198  |  47.6003353667 16.5524991243 19.8811856694 85 51 34 0.0158088403386 0.0151953329952 0.0108274563362
23 0 output/rmfs//0.rmf3 8010 9250  |  614.61195362 9.46017651906 0.0981445  |  37.1857275419 31.7421129911 156.474851587 14 13 51 0.483924998839 0.471805015962 0.488653265198  |  46.9104741133 16.4862002546 21.2538197844 85 51 34 0.0158088403386 0.0151953329952 0.0108274563362
23 0 output/rmfs//0.rmf3 8011 9251  |  611.546343003 10.5894947645 0.0799504  |  36.9022487562 31.7871432898 155.865144046 13 14 50 0.489258097922 0.471805015962 0.488653265198  |  46.8904308258 16.5281213028 20.0551239476 85 51 34 0.0137745480605 0.0151953329952 0.0108274563362
23 0 output/rmfs//0.rmf3 8012 9252  |  613.328900001 11.2795741706 1.95452  |  37.0022012624 31.3806991029 155.304682847 13 15 52 0.489258097922 0.471805015962 0.488653265198  |  47.5644824823 16.4122444508 20.0914153063 85 51 34 0.0108667544794 0.0151953329952 0.0108274563362
23 0 output/rmfs//0.rmf3 8013 9253  |  622.291350098 15.9607084266 0.743404  |  36.9515500384 33.3125089598 154.8040062 13 14 53 0.488558115359 0.421453490639 0.488653265198  |  47.2850519861 17.2272023008 20.9001822841 85 51 34 0.0108667544794 0.0134658329695 0.0142974463595
23 0 output/rmfs//0.rmf3 8014 9254  |  617.769912222 15.1240505675 1.61002  |  36.7828086057 33.1832790697 154.266582781 14 14 54 0.488558115359 0.432537530807 0.488653265198  |  46.083265978 16.892363039 20.0086680313 85 51 34 0.0184245088506 0.0383356197868 0.0208132903645
23 0 output/rmfs//0.rmf3 8015 9255  |  621.981331966 13.512113088 5.3928  |  36.6976513283 32.5335713213 154.744407353 13 15 51 0.488558115359 0.448369609281 0.488653265198  |  46.361549628 17.6631643312 20.0691915809 85 51 34 0.0241084088356 0.0315632549743 0.0260649627399
23 0 output/rmfs//0.rmf3 8016 9256  |  628.746704172 22.353571869 1.43524  |  36.9602522423 31.0223182169 155.723977178 14 16 54 0.488558115359 0.487715575187 0.488653265198  |  47.3158937605 17.6433736671 20.3022413987 85 51 34 0.0241084088356 0.0315734952453 0.0260649627399
23 0 output/rmfs//0.rmf3 8017 9257  |  622.790639245 20.6353895152 1.25324  |  36.8302465549 30.9657257635 154.590951348 13 15 55 0.488558115359 0.487715575187 0.488653265198  |  46.4221622831 17.2160492952 20.6256005234 85 51 34 0.0438670100948 0.0269546671406 0.0299312546579
23 0 output/rmfs//0.rmf3 8018 9258  |  615.242295425 14.4690253587 1.11269  |  36.5534347175 31.1146193093 154.932545136 13 16 54 0.488558115359 0.47277110168 0.488653265198  |  47.0491314416 16.1949465523 20.6310785079 85 51 34 0.0280545541399 0.0178289892404 0.0299312546579
23 0 output/rmfs//0.rmf3 8019 9259  |  629.81496646 15.3417806119 2.59078  |  36.6403044121 32.8256391254 154.970515043 13 15 52 0.488558115359 0.413122745705 0.488653265198  |  50.4718797894 16.153750929 21.4196829995 85 51 34 0.0273862104556 0.0178289892404 0.0432789994029
23 0 output/rmfs//0.rmf3 8020 9260  |  621.904449371 13.3251105764 2.97944  |  36.4811395392 33.0827422633 152.746156738 14 12 53 0.486219380418 0.416169056609 0.490007518408  |  52.4311798931 15.7806857909 19.888320131 85 51 34 0.0108540368288 0.0178289892404 0.0124308557039
